Id_pelicula,Puntuacion_imdb,Puntuacion_rotten,Directores,Guionistas,Argumento,Duracion,Nombre_pelicula
tt29611134,,81,Alex Skowronski,Alex Skowronski,"The humorous origin story of the plush hero cat, Longman, who makes a deal with an evil entity to avenge the death of someone close to him. This leads him to exact revenge on evildoers and become Austin's best, yet reluctant, vigilante. Will he find inner peace?",,Longman: Origin
tt3575252,,,,,,,"The Boy, the Fatman and the Poet"
tt29919128,,,,,,,"Dry Run: Otherwise Know As the Slutty Misadventures of Type-A, Twenty Something, Child of Divorce"
tt18884646,8.7,67,David R.B.,,"War with an alien species known as the Droug has torn apart the world of Alvatros. Sam finds an enemy called Varek who takes him into the dystopian world. He meets Krista, a girl trying to escape the world she grew up in.",,Worlds Apart
tt5533940,,,Nate Duncan,Nate Duncan,The Featherstone Method is new acting technique that is taking the work by storm however it has come under much scrutiny as it's formula is so intense it has lead to severe injury and even death in some situations.,,The Featherstone Method
tt1524148,6.0,,Tim Rutili,Tim Rutili,"Zel is a fortune teller. She lives and works in an old house at the edge of the woods. The house is crowded with ghosts (including a priest, a bride, a mute child, some washed up vaudevillians and a noisy, sight-impaired group of musicians among others) that have been there for as long as she can remember. When a mysterious light appears in the woods the ghosts realiz... Leer todo",84.0,All My Friends Are Funeral Singers
tt26689747,,78,Ricardo Nava,Ricardo Nava,,,Errores
tt29484562,,,,,,,Fine Line
tt5140166,,,,,,,Somewhere in Northern California
tt4312676,4.7,86,Sundar C.,Sundar C.,"Saravanan and his two brothers go to their native village to make peace between their estranged father and three aunts, who hate their brother for having murdered their father.",146.0,Aambala
tt28153828,6.7,,Thomas Elley,Thomas Elley,"A wolf has been spotted early one morning in a small Jutland town. Two brothers wander from door to door to warn the locals of the great danger that threatens. They have founded the group Ulvefri Front, which wants Denmark cleared of wolves. Jonas faithfully follows his older brother, Palle. It has always been like that. But no one is more angry than Palle, and when J... Leer todo",,Nationen
tt6762310,,,,,,,Temps écoulé
tt1753396,,,,,,,A Proper Burial
tt2847602,,92,Anna Schumacher,Anna Schumacher,"Through the eyes of a deaf woman just diagnosed with breast cancer, we explore communication's role in truly understanding one another.",,Finding June
tt12963968,,12,Dd,Bellegarde Danielson,"""The Destination of Daniela (a.k.a. Destinée de Daniela)"" is a Haitian series on YouTube. The series was written by Bellegarde Danielson. The YouTube series was produced by DD Image. The Cast members are Ashbibi509, Atys Mechan and Kompa.",,The Destination of Daniela
tt2072925,,,,,,,Clean Getaway
tt6887248,5.9,,Don Tjernagel,Tanner Bolllinger,"Tanner and Matt are two Midwest men in their late twenties savoring the scotch and entertainment of their beloved hometown of Waterloo, Iowa. Tanner has to decide to accept a job offer in Chicago, or remain in his hometown. Matt has to pull himself out of the slump of female rejection that has never fallen on this hyper heterosexual man.",82.0,Bros.
tt3799386,,,Shana Gagnon,Cary Sandoval,,,The Beginning
tt14977030,,,John Worrall,John Worrall,"Many years, after suddenly finding its conscience awakened, a near indestructible Android named 'Rick 315', designed to efficiently kill the enemy on a foreign planet, must face his former master in a final confrontation on the edge of the dead, barren world that he helped destroy.",,On the Iron Shelf
tt4601296,,86,Itandehui Jansen,Armando Bautista Garcia,"After a fight with her mother, Sophie runs away from home. Different encounters help her find her way back.",,Bouleversement
tt4094426,7.1,,Timothy Yeung,Yinuo Wang,"Li Jan, a girl from china arrives in Hong Kong with a 90 day tourist visa, to be prepped and brought into the world of underground prostitution. During this first night she is guided by a groom, Tat, through different back alleys into a series of red light motels, while trying to make a single a phone call. As she goes deeper and closer, the reality creeps in, and the... Leer todo",,90 Days
tt4806778,,,Matt Nye,Matt Nye,A day in the life of a diner waitress.,,Server
tt5722746,,,Katarzyna Hoffmann,Katarzyna Hoffmann,"""Beyond science, there is nothing left"" - those words spoken out by Iga, the main character in the movie, best convey how she perceives and defines the world. She rejects intuition and everything that is immaterial in her life. Convinced that she inherited a fatal disease from her mother, she embarks on her last journey to Sardinia.",,Cumbissia
tt11947158,4.4,0,Mohit Suri,Mohit Suri,The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,,Ek Villain Returns
tt13593042,7.8,,Tomohiro Furukawa,Tatsuto Higuchi,"Starlight - This is a story of a far off star, a long time ago, and in the distant future. Two young girls, captivated by the glamour of the performance, exchange promises: ""We'll become stars."" ""I'll wait for you on stage.""",,Gekijouban Shoujo Kageki Revue Starlight
tt6410724,,,Audric Cussigh,Audric Cussigh,A man looks at the corpse of his dead woman. We go back in time with him to understand what events led to such consequences,,Conséquences
tt8344514,,,Patrick Vuittenez,Patrick Vuittenez,"Martial lost his father after the Ispeguy Pass. Since that day, he strangely persists in repairing the damaged vehicle. Maybe to keep him close, just a little more before growing up.",,Après le col d'Ispeguy
tt9780396,,,,,,,I hope you like Daisies
tt5342028,,,Scott Piggott,Owen Diplock,,,Home Service
tt5134644,,,,,,,The Heist
tt8327984,,100,Maartje Janssen,Len Biemans,Life and reality is too much for a man who has lost his wife recently.,,Ik zie haar
tt9475120,,,,,,,Marked
tt29338388,,78,Abdulrahman Alshowaiki,Zina Alhalak,"Mona, a Syrian mother of two children, struggles to protect her daughters from tradition and old-fashioned social issues in Belgium.",,Mona
tt2206100,5.8,,Andy Mundy-Castle,,"4 barbers, 4 lives,1 story... The Fade is an intimate portrait of four Afro barbers across the world over seven days. The observational documentary reveals exactly what this profession means to society in the 21st century. Set in Ghana,Jamaica, USA and the UK the film interweaves their stories and examines the polarized opposites of the locations. Creating an internat... Leer todo",,The Fade
tt2235586,4.0,,Abigail Zealey Bess,Amy Staats,"After failing miserably on the set of their first ""talkie"", two silent film stars vow never to speak again. Out of work and past their prime, they become roommates in Brooklyn.",,Mary & Louise
tt8400850,6.2,,Giedre Beinoriute,Giedre Beinoriute,"Izabele, is a modern, intellectual woman, living with her husband Liudas in a homestead near a big city. They are raising a son, Gailius, who has a case of epilepsy and is smarter than most children his age. Izabele decides to adopt Ilja - the meanest and most secretive boy in the foster home.",,Kvepavimas i marmura
tt6142848,,,Mathilde Buy,Mathilde Buy,,,Réflexe
tt11378726,7.3,,Kevin M Turner,Kyle Ivan Tiner,A young man builds an artificially intelligent woman to be his perfect companion only to find out she doesn't have feelings for him in return.,,Beta
tt14385572,,,Luca Pizzoleo,Will Jordan,"Official music video for ""Back to Me"" by Will Jordan.",,Will Jordan: Back to Me
tt2363341,6.3,,Evgen Matvienko,Oksana Filonenko,"Anya has a little son and no husband. To bring up the child, the girl has to take two jobs - dubbing cartoons and providing sexual services by phone. Anya has a regular customer who always calls in time and never misses sessions. Once he calls to say good bye! Anya proposes the last sex. She has no idea, that this sex indeed could be the last for them.",,Pobachennya
tt31392467,,77,Gioele Fazzeri,Gioele Fazzeri,"An origami. A box. A deception. Following a severe trauma, a girl struggles to trust others again, but the gentle approaches of a kind peer finally seem to break through to her after a long time. However, there are some prisons that oppress us and from which it's difficult to escape: if we're not strong enough, some of us are doomed to remain trapped there forever.",,The Anomalisa Effect
tt15091634,,85,,,,,Soffio
tt9070694,,100,Olivia Cottenden,Olivia Cottenden,An 8 year old girl struggles with the idea of a future following a school shooting that takes her classmates and best friend from her.,,Vivian
tt12248870,,,,,,,Mannequin We Be Friends
tt2170576,3.0,,Andrew Golden,Joel Hewett,"All paths inevitably end, whether we want them to or not. This is a tale about one particular path, followed by two particular people, but this is not a tale about romance, this is simply a film about beginnings and endings.",,Closure
tt8194940,,100,,,,,Freezing
tt16227838,9.5,,Pepijn Tebrunsvelt,Pepijn Tebrunsvelt,Le Pain' is a historical short film that follows a house search during the 2nd World War. A German soldier investigates whether a Jewish family is hiding in a dilapidated farmhouse that only seems to be inhabited by a French speaking Belgian girl.,,Le Pain
tt30224029,,,Zhang Zhicheng,Zhang Zhicheng,A vegetarian patient stuck in his dream gradually sorts out his reality,,Ellie
tt5912776,,,Quentin Lestienne,Anis Djaad,An old man from Maghreb is sitting in an Algerian bar. He remembers his past life in France.,,One Chibani
tt29373927,,86,Isabela Hicks,Isabela Hicks,,,In My First Car
tt3248018,,,Kaitlin Puccio,Kaitlin Puccio,"After a tragic accident, a young girl struggles to maintain perspective as she treads in a shallow pool of obligation. Spiraling into the heights and depths of despair, she stops participating in the world in the usual way.",,Circles
tt26694604,,,Terence Digan,Brielle Cari,"A woman wakes up in the middle of the night to find her apartment being robbed, only for Cupid's arrow to strike the moment she and the robber lock eyes",,Stealing My Heart
tt2357055,,,,,,,En son absence
tt10850046,,,Lewis Jones,Lewis Jones,"After getting into a sticky situation the night before, Michael takes the person he's kidnapped into his local cafe to claim ransom.",,An Eventful Day in Meanay's Cafe
tt12246492,7.1,,Damon Laguna,Damon Laguna,An introverted high school wrestler struggles for acceptance after his secret sexual identity is exposed.,,Headlock
tt5894090,,,Maciej Buchwald,Maciej Buchwald,What is hangover for? Sometimes even he doesn't know.,,Hangover
tt14972090,4.9,,Andrew Dyson,T.C. De Witt,"Max and his girlfriend, Hannah, travel to the backwoods to spend Christmas with Max's eclectic family. When Hannah gets bitten by a deer, strange things begin to occur when the winter moon is full.",,Weredeer
tt3668018,,,,,,,Stroboscope
tt1853726,,,,,,,Transmigration
tt4523330,,7,,,,,Jag vill leva
tt29930217,,,,,,,Rent Control
tt6086130,,,Tim Carpenter,Tim Carpenter,"Out of the darkness, let the light arise.",,Beast
tt18765872,,97,Ramzi Alexander Birkeland,Benjamin Brundtland,,,Gunnlaug den grusomme
tt2091378,,,,,,,Order!
tt4080858,5.5,,Oguz Celik,Giray Altinok,"Yalchin and Bahadir are two close friends with opposite characters. With the sudden death of Yalchin, the ways of two friends are separated. Bahadir misses Yalchin, He also feel in love with a girl named Demet at work.",,Tut Sözünü
tt2094020,,,Peter Brensinger,Peter Brensinger,"The account of writer, director, editor and lead actor Peter Brensinger as he embarks on a journey to uncover the meaning of his life but cannot escape the inevitability of his insanity. His bizarre and accidental birth foretold as a warning, his parents John and Lee lock him in his room for his entire life, leaving Peter's existence to be dominated by his imagination... Leer todo",,Idiodyssey
tt4251114,,,Christopher Proutt,Christopher Proutt,"Alaina is with the man of her dreams, Titus. However, someone from his past has returned for revenge.",,A Casual Affair
tt7550592,,,Leon Hooke,Leon Hooke,Hairdresser Anita is keeping a secret from her eccentric clients that might change the rest of her life. Or what's left of it.,,Split Ends
tt6513020,,,Pablo Mielgo,Pablo Mielgo,,,Km 99
tt3401394,,,Toby Andris,Toby Andris,"Memorybox is a sci-fi film about the commodification of memory. A blank is sent to a deserted planet to retrieve a memorybox. The blank ignores its instructions and plugs in, uploading a lifetime of memories, and ultimately, an identity. The film was shot on an iPhone.",,Memorybox
tt7758680,,,Julie Mai,Julie Mai,"Congrats on your baby. Better parenting through research. For any newly or seasoned parents, aunts, uncles, grownups, who need a little help to soothe a crying baby. Because you matter.",,Congrats on your baby!
tt19638386,,100,Trinayan Sharma,Anju Dahal,Tara a high society trophy wife and Anjum a low class worker who does odd jobs here and there to make a living out of it have a non existential conversation between them . Words often don't say much but thoughts does matter .. it's a deep psychological and perception based drama that will give us an outlook on the two different stratus of our society ..,,Do Tarfa Sach
tt6832834,,61,Nathalie J. Cerny,Nathalie J. Cerny,Renaissance is a short film written and directed by Nathalie J. Cerny about a young woman's journey through the rise and fall of the adventure we call life.,,Renaissance the Film
tt13256012,,,Danyl Rathband,Nifer Benson,"A nostalgic film about embracing the happiness of play as an adult. When cleaning out the cupboard under the stairs, Rob discovers an old box of toy soldiers and gives up on grown up chores to feel like a kid again...little does he know that these soldiers have other ideas.",,Soldiers in the box
tt13694240,,92,Thierry Nguyen,Pierre Estenaga,"""Memories are the Soul's Perfume."" Shot on iPhone",,Fragrance
tt21604808,,,Ais Brady,Ais Brady,"After the realisation of how fickle life is, Maurice Murphy, mid sixties and unkempt, decides to reconnect with a very important person from his past.",,The Silence Between
tt2114444,,,,,,,Off the Record
tt9873652,6.2,,Damir Lukacevic,Damir Lukacevic,"16-year-old Iranian Soheil moves to Berlin. He quickly makes friends with some Turkish and Arab youths. What Soheil does not tell his friends is that he is not a Muslim, but a Jew. When he comes out, the situation threatens to escalate.",,Ein Nasser Hund
tt1226766,6.5,65,Stephen Herek,David Paterson,12-year-old wisecracking Gilly Hopkins finds herself shuffled from foster home to foster home until she meets Maime Trotter.,99.0,The Great Gilly Hopkins
tt5079124,,,Emilia Ruiz,Emilia Ruiz,,,Pasaje no reembolsable
tt2168744,,,,,,,Friend Request
tt5465144,,,Peter Sikkens,Peter Sikkens,A New York businessman's journey of letting go.,,Central Park
tt3270542,,,,,,,Bande annonce Fifigrot 2013 (II)
tt6645554,,,Beau Moran,Beau Moran,"With a little help from friends and hallucinogens, an immortal retirement home worker finds the purpose his life so desperately needs.",,Sunnyville Heights
tt4520714,5.4,,,,,,"Good Morning, Pallas Athena"
tt2298152,,,Tony Yacenda,Sean Carrigan,,,Vote for Tom Corrigan
tt6950340,8.8,,Csaba Laskai,Csaba Laskai,A tragedy in a young man's life leads him to reach for his life-long dream.,,December
tt2404579,8.1,86,Charlie McDermott,Nate Hartley,"A 19-year old college freshman unwittingly re-imagines his childhood imaginary friend, Gary, to survive his first week at school.",,ImagiGARY
tt10542456,,,,,,,Lay Me Down to Sleep
tt6079094,,,,,,,I Was Young Once
tt6075984,,,William Lancaster,Izzy Cassandra-Newsam,"Carmen is just starting at a new high school in the second semester of junior year. In order for her to get to school more easily and hopefully meet new friends, her mom finds a neighborhood carpool for her to join. However, as Carmen notices a few odd quirks about the carpool, she gets closer and closer to uncovering its dark secret.",,Carpool
tt13275948,,,Kolar Seena,Kolar Seena,"The story revolves around three characters - Santhosh (Harish Kumar), Nandini (Deepa) and Rudra (Lokesh). Nandini is engaged to Rudra but she's in love with another boy, Rahul (Bullet Prakash). When Santhosh, a videographer, comes to the engagement function, she pours her heart out to him, seeking his help in escaping from the venue. How Santhosh helps bring the loveb... Leer todo",,Just Maduveli
tt4922154,,,George O'Connor,George O'Connor,An animator can't think of what kind of movie to make.,,Writer's Block
tt2245213,,,,,,,The Perfect Crime
tt5785684,,67,Kriss Ellis-Stansfield,Kriss Ellis-Stansfield,,,Stavros Acorah- SuperMedium 2
tt7459118,,,Daniel Booth,Daniel Booth,Simon celebrates the one year anniversary of his sucicide attempt by inviting his somewhat reluctant Father and supportive Sister to an unconventional family dinner.,,One Year Later
tt6763992,,,Nabil Badine,Mark DeBono,"A young man's life is changed forever when he is confronted by an old man in a parking lot. Off By Heart is an off-brand commentary on mental health, dementia, and legacy.",,Off by Heart
tt6855890,,,Cheeber K. Vang,Cheeber K. Vang,A recent college graduate makes a vlog for his girlfriend as she travels overseas for work.,,Bother
tt3755682,,,Sonoko Ogata,Sonoko Ogata,"Greg repeats a countdown in his head, over and over, hoping to disappear when he reaches zero. He, near the end of his time at the drug rehabilitation clinic, is allowed to go to the city. Taking advantage of his time out he meets up with old friends, starting with Alex. During their conversation, Greg feels increasingly uncomfortable and it is clear he cannot relate ... Leer todo",,Birth Day
tt15000906,,,Jaime Garcia Realizador,Curva Polar,"Tras casarse y tener una hija el Alzheimer se apodera de una pareja, la música, una foto y el apoyo de la familia lograrán cosas imposibles.",,Olvido
tt9387238,,,Matt Cinnamon,Matt Cinnamon,"Detective Scooch McFarbe gets caught in a web of conspiracies and violence while searching for Mina Street, frontwoman of the ska punk band Antonius Block, after she disappears the night before headlining Ska Fest '95.",,Ska Noir
tt30016268,,41,,,,,JACK
tt18395644,,,,,,,Emerald Fields
tt2829536,7.4,,Emilia Reid,Dominique Haidar,"A gentleman waits for his dinner party guests to arrive, but something seems to be keeping them.",,The Dinner Party
tt9419168,,,Giorgio Chiucchiù,Giorgio Chiucchiù,"""Let the night surround you"" is the story of the last night of Niccolò in his home city, before to go to study in America. Niccolò spends the night with his best friends, with which he remembers the countless good moments past together. The short film talks about all the fear and uncertainties of a choice like that, focusing on the relationship between Niccolò and one... Leer todo",,Let the night surround you
tt10314344,4.8,67,Lanie Zipoy,Chisa Hutchinson,"Un exitoso documentalista blanco se enfrenta a las secuelas de su anterior película, que registró el asesinato de un adolescente afrodescendiente.",,The Subject
tt14518156,,59,Peter Knetter,Mario Mario,YouTuber Patter Knetter spends money on many educational Mario games and plays them.,,Educational Mario Games
tt3595334,,,,,,,"Oh, baby! Baby?"
tt5281166,,63,Michael Polk,Michael Polk,A woman's long-term relationship gets a spark when her struggling actor boyfriend gets a role that forces him to speak in a British accent - even at home.,,One Method
tt9850538,,92,,,,,Moulla
tt9877880,,,,,,,Space Ranger
tt9545644,,,Michael Van Devere,Michael Van Devere,A servant in a large estate.,,Water Bearer
tt28514916,,78,Umang Ratilal Sangani,Umang Ratilal Sangani,A woman finds traces of happiness in small things while facing repeated trauma throughout the years.,,Meenakshi
tt5347414,,,Jimmy Lederer,Jimmy Lederer,"Christian a seemingly normal man, goes to work... makes money. Yet after hours, he lives a somewhat unconventional life. With this pattern he attempts to live out his life... until one day everything changes.",,The Risk Enterprise
tt4769838,,86,Wouter van de Watering,Wouter van de Watering,,,Welkom Thuis
tt5547572,,,Nick Coker,Nick Coker,The Struggle is real for Todd as he fights his way through his last college semester.,,The Struggle
tt7816498,,,Ibrahim Bulut Yildizli,Ibrahim Bulut Yildizli,"Two young and successful detectives, Ulas and Oguz, carry out a successful operation together; but the man they caught gives them an unexpected information and detectives start to fight for catch the one person who is responsible for all the lawlessness in the city.",,Shadow Recai
tt15215098,,,Kea Morshed,Kea Morshed,"In order to pay for his mother's medical care, a young man begins stealing things from others. He successful and sly. Exploring the fragility of youth and life in the face of harsh and impersonal systems, we see how whether his crimes work out for him.",,A Lost Crow
tt6104738,,,,,,,Problems
tt7313352,6.8,,Ross Walker,Joey Neniu,"In 1934 Koos Bink is 16 as he grows up in Crooswijk, a poor part of Rotterdam. He dreams of escaping the misery like his hero, boxer Bep van Klaveren, aka The Dutch Windmill. As a stowaway on board of a luxury passenger ship he tries to make his way to America and follow in the footsteps of the Dutch Olympic champion. The one thing Koos did not count on is that it is ... Leer todo",,Chasing Windmills
tt28317501,,,,,,,Sangre Fria
tt5476390,,,Raja Rao Pagidipalli,Raja Rao Pagidipalli,"In a death race type reality show, a man has to face 10 deadly challenges in order to win Telangana gold crown. How it happens is the story. Telangana statehood dream just have turned real, but it still has a long way to go in terms of finding its footing. - in terms of few challenges. - those challenges are metaphorically picturised in this short film.",,Bangaru Telangana
tt5468058,,86,Marco Valtriani,Marco Valtriani,"Emicrania is a short movie intended to awake the awareness of people who lost the capacity to live in the current society, which sometimes deny us from being what we want to be. The artistic research applies to the man-nature connection and to the unpredictable, walking on the edge between fantasy and reality.",,Emicrania
tt2964932,,,Jackie J. Stone,Felischa Marye,A teenage girl thinking she's almost grown makes moves that she isn't quite prepared for with an older man.,,Baby Steps
tt7497270,,86,,,,,Stationary
tt29922920,,,Amey Khanwalkar,Amey Khanwalkar,"What seems like another tedious flight for Divyansh, he encounters a beautiful Girl at the Airport, who lures him into her trap. As he realizes that whatever happening around him is paranormal and due to the Girl, he panics and manages to get himself out, but only to realize that he was dealing with something Satanic, and it might be too late to get out of her spell.",,The Girl at the Airport
tt8785300,,,Gabriel Abreu,Gabriel Abreu,"A young Venezuelan Kiwi is knocked off balance by news of political unrest back home. Based on co-director Gabriel Abreu's own personal experiences, sharpened by the obliviousness of his new compatriots.",,One Thousand and Fifty Minutes
tt5773334,,,Alex Kamb,Erica Marie Desreuisseau,A young guy struggles with his girlfriend's grandfather following her suicide.,,Lacrimosa
tt2082235,,,,,,,Chris
tt4458270,,,,,,,Manhood
tt2539482,7.0,,Manolo Caro,Manolo Caro,"This comedy drama features two couples living in the same building, Lucas & Julia the catholics, Aaron & Nora the jewish and Lola the world traveler spanish. The story takes place at the arrival of a new renter the ex soccer player Felix; as soon as he's installed the neighbors gather for a dinner just to find out the problems between them; After this Lola reveals her... Leer todo",,No sé si cortarme las venas o dejármelas largas
tt31594371,,100,Steven Cameron,Steven Cameron,Corrupt detective Blake Harris comes to the crossroads when he must decide between arresting a well known media mogul or to take a bribe that would solve all his financial worries.,,Silver Shot
tt2855376,6.6,,Arnaldo André,Arnaldo André,"Year 1955. Stroessner's dictatorship starts in Paraguay. In San Bernardino, a village founded by German settlers along Ypacarai lake, a few people live away from the world. Justino, after his father's death, works as a postman to support his family and also attends a German school, where he will complete his primary education. Without knowing it, he will get involved ... Leer todo",,Lectura Según Justino
tt1652320,,75,,,,,Neurotic Episodes of the Human Male
tt29369318,,100,,,,,Nothing grows under the pine trees
tt2015326,,,Sherrie Robertson,Ethan Chandler Carter,"Two child prodigies in the Oak Meadow's Science Club hack into the U.S Dept. of Defense and World Bank. Outsource company Team NaN want their secrets and send Secret Agent ""Lars"" to retrieve the data.",,Byte-Sized
tt10274642,,,Cam Scurrah,Kassy Omobono,,,Parker
tt8888232,,100,Petie Chalifoux,Petie Chalifoux,"After the sudden death of her father the ancient power of shape shifting is transferred to MEKWAN, a power she must learn to control in order to save her bloodline from the WHIPMAN a hunter who will stop at nothing to eliminate her kind.",,Nîsowak
tt21351142,,,,,,,Better Off Jed
tt4963720,,,,,,,Motherhood?
tt30834722,,,Ashlee Jensen,Ashlee Jensen,,,The Finish Line
tt11000604,,,Carlos Coelho Costa,,,,O Filho Pródigo
tt1719640,,,,,,,Soul Searching
tt5000732,8.0,,Dennis Liu,Dennis Liu,"Have you ever wondered what it's like to raise a superhero? ""Raising Dion"" follows the everyday life of a single black mother raising a son laden with superhuman abilities. Written, directed and based on the comic book by Dennis Liu, Dion's mother struggles to teach and protect her seven-year-old son from a world that sees him as a threat.",,Raising Dion
tt9809286,,,Fokke Baarssen,Keith Armonaitis,"A young man breaks up with his wife, moves back into his mom's apartment and finds out his mom is now an active swinger.",,Swung
tt11639128,5.0,,Dani Wieder,Calamity West,Colleen invites her estranged sister Eleanor to meet her in a diner late at night. The meeting does not go exactly as she planned - Eleanor is not what she expected.,,Cool for Five Seconds
tt3243738,,,,,,,That's Amore
tt27866600,,78,Richie Vrolijk,Eric Paul,"After mistakenly getting caught red handed because of Rosie, Caillou starts a 7-day long revenge plan that puts Rosie's life in danger. But when people start turning on her and start trying to kill Rosie, Caillou must save her.",,Caillou's Revenge
tt3119944,,,Tzlil Kahana,Tzlil Kahana,"A black Comedy. Kinneret a, passive young women, is faced one day between her obligation to her eccentric American family and to her overbearing boyfriend Shlomi. As the story unfolds she is clearly incapable of fulfilling both obligations. Kinneret finds herself attending an absurd funeral at the Yarkon River that crosses the city center of Tel Aviv. With mixed emoti... Leer todo",,All About Kinneret
tt4280230,5.4,86,,,,,Liebling
tt4764812,,,Lotus Di Liu,Lotus Di Liu,Middle-aged Ben has an affair with young Susan who tries to poison him until he's killed by a car accident and then Susan commits suicide.,,Fish
tt8752150,,,,,,,For Money
tt12659514,,,Noar Sahiti,Noar Sahiti,"Dejected and brooding, nurse Ajkuna meanders through a worn-down Kosovo town. She moves from one spot to another, seemingly with no direction. At times, she stands and stares, for minutes. One thing keeps her tethered to this realm.",,Anesthesia
tt6217804,4.0,5,Tyler Perry,Tyler Perry,"Madea, Bam, and Hattie venture to a haunted campground and the group must run for their lives when monsters, goblins, and the boogeyman are unleashed.",101.0,Tyler Perry's Boo 2! A Madea Halloween
tt12898574,6.5,,Michael Killen,Michael Killen,"On a farm, if an animal didn't serve their purpose they did not survive. Five-year-old Beth, the youngest in a large family, struggles with the parallels to her own position.",,Shoebox
tt2983068,,,Anne Kmetyko,Anne Kmetyko,"Truths and Liars Doubts and morals may get in the way of a career decision, but can there really be room for choice when you're offered a steady job in the family business?",,Truths and Liars
tt3335404,,95,Konstantin Chelidze,Alexander Bagryncev,"There is a pre-election race in the small town. The veteran of Chechen war becomes the forced participant in a dirty political game. The day before he has a prophetic dream, which changes his life.",,Kukla
tt13715952,,85,Calvin J Walker,Calvin J Walker,Two kidnappers find themselves scrambling to pay an unexpected ransom.,,Kidnappers
tt6087876,,42,Mark Jackson,Mark Jackson,A webcam girl gets a very unusual call.,,Touchy Feely
tt10569938,,,Marco Villard,Marco Villard,"One hot summer night in New York. The busy streets of Little Italy. Louis and Pedro are in love with Lola, but Lola dreams of parallel worlds where the love triangle could turn out differently.",,Lola and Them
tt4852380,,,Yannick Rolandeau,Yannick Rolandeau,,,Double vie
tt30416689,,,Javier Ortega Arrocha,Hajime Isayama,"EREN has spent his whole life fighting for his longed-for freedom, but no matter what he does, he is unable to escape the cycle of hate and death in which he is trapped. Is it possible to change the future?",,A long dream
tt20230648,,,,,,,When your girl send you to the store to get tampons
tt2137089,,,Jabari A.K. Holder,Jordan Pitt,"After four years, brothers Carlton (Jordan Pitt) and Adam (Ty Bankinson) meet for the first time. Family issues have torn their relationship, but Adam is in need of help that could save his life, and he seeks the assistance of his brother.",,Lost Words
tt11521632,7.6,,James Sibley,James Sibley,A high-stakes game of chance takes a deadly turn when five players from different walks of life decide to risk everything.,,Camomile
tt32109965,,,Aaron Stockton,Aaron Stockton,,,The Paper Airplane
tt10106144,,20,,,,,The War of Godzilla 2
tt2945594,,9,Kenneth J. Harvey,Kenneth J. Harvey,"GEEK ASSASSIN is about a young nerdy girl, Yolanda (Emma Harvey), who is being bullied at school. She is taken under the wing of a Sadie (Natalia Hennelly), a cool, sexy assassin who teaches Yolanda how to deal with the bullies, and it isn't through diplomacy.",,Geek Assassin
tt3915174,7.8,95,Joel Crawford,Paul Fisher,El Gato con Botas descubre que su pasión por la aventura le ha pasado factura: Ha agotado ocho de sus nueve vidas. El Gato con Botas se embarca en un viaje épico para encontrar al mítico Último Deseo y recuperar sus nueve vidas.,102.0,Puss in Boots: The Last Wish
tt3468672,,,,,,,Time After
tt20424388,,,Edmer Guanlao,Edmer Guanlao,,,Mga Munting Pag-asa
tt32197000,,100,,,,,Bad Dummy
tt4498898,,99,Chris McGill,Greg McLeod,"A bittersweet mockumentary comedy about a living statue of Hamlet, who is standing still in more ways than one.",,Standing Still
tt11186634,,,Neil Butler,Neil Butler,A history lesson delivered around the household hookah holds a surprising relevance for the stoners present.,,Lost Tribe
tt4411596,6.0,,Roger Michell,Roger Michell,"Un joven planea vengarse de la misteriosa y hermosa esposa de su primo, creyéndola responsable de su muerte. Sin embargo, sus sentimientos se complican cuando cae bajo el hechizo seductor de sus encantos.",106.0,My Cousin Rachel
tt18926722,,,Sridhar Siya,Sridhar Siya,"Rom-com, where hero tries to convince his love that life is more than society standards, and he is trying to prove himself. Hailing from middle class family, heroine is keen on her way of life.",,Nainaa
tt5819166,,,Elliot Barnes-Worrell,Elliot Barnes-Worrell,,,Bloke Fears
tt2011269,6.0,,Brian Kazmarck,Brian Kazmarck,"When an experiment for a new miracle drug goes terribly wrong, the scientists responsible must race to prevent an apocalyptic event from occurring.",,Terminal Legacy
tt17037860,,,,,,,Phehujali: The Dawn
tt5722618,6.3,40,Rufino Soto,Miguel Mercado,,,Puertorican Halloween
tt14967058,6.4,,Siyou Tan,Siyou Tan,"In Singapore, where even vapes are illegal, three rebellious schoolgirls are caught smoking by the principal. Their revenge prank takes a sinister turn.",,Strawberry Cheesecake
tt3589672,,,Luke Collins,Luke Collins,,,The Calm Before
tt2364655,,,,,,,Fall
tt1647477,5.9,78,Zack Parker,Brandon Owens,A perceptual thriller told from three points-of-view revolving around the rape of a female college student by a mentally handicapped man and his mother's subsequent revenge after his incarceration.,97.0,Scalene
tt5810176,,,,,,,Speechless
tt2149001,,,Joshua Montcalm,Joshua Montcalm,"Jerome stands, teetering and drinking, on a ledge twelve stories above Churchill Grounds, 'the best jazz bar in the world,' where regulars and out-of-towners seek a laugh, friend or piece of ass. One barfly, Charles, a penniless bi-polar writer, begins to un-hinge when his unrequited lover, Alice, returns to the bar to sing. The night climaxes with an ecstatic perform... Leer todo",,In Walked Bud
tt2556772,,,Heath McKnight,David Michelinie,"Jordan Marley walks out on his boss, ready to start fresh at the competition, but only if he can survive the elevator trip down.",,Hellevator
